,Party Name,Total Winning,Constituency,Winning Candidate,Total Votes,Margin,State
1514,Indian National Congress - INC,9,SALEM(15),SELVAGANAPATHI T M,566085,70357,Tamil Nadu
1515,Indian National Congress - INC,9,NAMAKKAL(16),MATHESWARAN V S,462036,29112,Tamil Nadu
1516,Indian National Congress - INC,9,ERODE(17),K E PRAKASH,562339,236566,Tamil Nadu
1517,Indian National Congress - INC,9,NILGIRIS(19),RAJA A,473212,240585,Tamil Nadu
1518,Indian National Congress - INC,9,COIMBATORE(20),GANAPATHY RAJKUMAR P,568200,118068,Tamil Nadu
1519,Indian National Congress - INC,9,POLLACHI(21),ESWARASAMY K,533377,252042,Tamil Nadu
1520,Indian National Congress - INC,9,PERAMBALUR(25),ARUN NEHRU,603209,389107,Tamil Nadu
1521,Indian National Congress - INC,9,THANJAVUR(30),MURASOLI S,502245,319583,Tamil Nadu
1522,Indian National Congress - INC,9,THENI(33),THANGA TAMILSELVAN,571493,278825,Tamil Nadu
1523,Indian National Congress - INC,9,THOOTHUKKUDI(36),KANIMOZHI KARUNANIDHI,540729,392738,Tamil Nadu
1524,Indian National Congress - INC,9,TENKASI(37),DR RANI SRI KUMAR,425679,196199,Tamil Nadu
1525,Indian National Congress - INC,9,TIRUVALLUR(1),Sasikanth Senthil,796956,572155,Tamil Nadu
1526,Indian National Congress - INC,9,KRISHNAGIRI(9),GOPINATH K,492883,192486,Tamil Nadu
1527,Indian National Congress - INC,9,KARUR(23),JOTHIMANI. S,534906,166816,Tamil Nadu
1528,Indian National Congress - INC,9,CUDDALORE(26),M.K. VISHNUPRASAD,455053,185896,Tamil Nadu
1529,Indian National Congress - INC,9,MAYILADUTHURAI(28),SUDHA R,518459,271183,Tamil Nadu
1530,Indian National Congress - INC,9,SIVAGANGA(31),KARTI P CHIDAMBARAM,427677,205664,Tamil Nadu
1531,Indian National Congress - INC,9,VIRUDHUNAGAR(34),MANICKAM TAGORE B,385256,4379,Tamil Nadu
1532,Indian National Congress - INC,9,TIRUNELVELI(38),ROBERT BRUCE C,502296,165620,Tamil Nadu
1533,Indian National Congress - INC,9,KANNIYAKUMARI(39),VIJAYAKUMAR (Alias) VIJAY VASANTH,546248,179907,Tamil Nadu
1534,Indian National Congress - INC,9,VILUPPURAM(13),RAVIKUMAR. D,477033,70703,Tamil Nadu
1535,Indian National Congress - INC,9,CHIDAMBARAM(27),THIRUMAAVALAVAN THOL,505084,103554,Tamil Nadu
1536,Indian National Congress - INC,9,TIRUPPUR(18),"SUBBARAYAN, K.",472739,125928,Tamil Nadu
1537,Indian National Congress - INC,9,NAGAPATTINAM(29),SELVARAJ V,465044,208957,Tamil Nadu
1538,Indian National Congress - INC,9,DINDIGUL(22),SACHITHANANTHAM R,670149,443821,Tamil Nadu
1539,Indian National Congress - INC,9,MADURAI(32),VENKATESAN S,430323,209409,Tamil Nadu
1540,Indian National Congress - INC,9,TIRUCHIRAPPALLI(24),DURAI VAIKO,542213,313094,Tamil Nadu
1541,Indian National Congress - INC,9,RAMANATHAPURAM(35),NAVASKANI K,509664,166782,Tamil Nadu
1542,Viduthalai Chiruthaigal Katchi - VCK,2,CHENNAI NORTH(2),DR.KALANIDHI VEERASWAMY,497333,339222,Tamil Nadu
1543,Viduthalai Chiruthaigal Katchi - VCK,2,CHENNAI SOUTH(3),T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,516628,225945,Tamil Nadu
1544,Viduthalai Chiruthaigal Katchi - VCK,2,CHENNAI CENTRAL(4),DAYANIDHI MARAN,413848,244689,Tamil Nadu
1545,Viduthalai Chiruthaigal Katchi - VCK,2,SRIPERUMBUDUR(5),T R BAALU,758611,487029,Tamil Nadu
1546,Viduthalai Chiruthaigal Katchi - VCK,2,KANCHEEPURAM(6),SELVAM. G,586044,221473,Tamil Nadu
1547,Viduthalai Chiruthaigal Katchi - VCK,2,ARAKKONAM(7),S JAGATHRATCHAKAN,563216,306559,Tamil Nadu
1548,Viduthalai Chiruthaigal Katchi - VCK,2,VELLORE(8),DM KATHIR ANAND,568692,215702,Tamil Nadu
1549,Viduthalai Chiruthaigal Katchi - VCK,2,DHARMAPURI(10),MANI. A.,432667,21300,Tamil Nadu
1550,Viduthalai Chiruthaigal Katchi - VCK,2,TIRUVANNAMALAI(11),"ANNADURAI, C.N.",547379,233931,Tamil Nadu
1551,Viduthalai Chiruthaigal Katchi - VCK,2,ARANI(12),THARANIVENTHAN M S,500099,208766,Tamil Nadu
1552,Viduthalai Chiruthaigal Katchi - VCK,2,KALLAKURICHI(14),MALAIYARASAN D,561589,53784,Tamil Nadu
1553,Viduthalai Chiruthaigal Katchi - VCK,2,SALEM(15),SELVAGANAPATHI T M,566085,70357,Tamil Nadu
1554,Viduthalai Chiruthaigal Katchi - VCK,2,NAMAKKAL(16),MATHESWARAN V S,462036,29112,Tamil Nadu
1555,Viduthalai Chiruthaigal Katchi - VCK,2,ERODE(17),K E PRAKASH,562339,236566,Tamil Nadu
1556,Viduthalai Chiruthaigal Katchi - VCK,2,NILGIRIS(19),RAJA A,473212,240585,Tamil Nadu
1557,Viduthalai Chiruthaigal Katchi - VCK,2,COIMBATORE(20),GANAPATHY RAJKUMAR P,568200,118068,Tamil Nadu
1558,Viduthalai Chiruthaigal Katchi - VCK,2,POLLACHI(21),ESWARASAMY K,533377,252042,Tamil Nadu
1559,Viduthalai Chiruthaigal Katchi - VCK,2,PERAMBALUR(25),ARUN NEHRU,603209,389107,Tamil Nadu
1560,Viduthalai Chiruthaigal Katchi - VCK,2,THANJAVUR(30),MURASOLI S,502245,319583,Tamil Nadu
1561,Viduthalai Chiruthaigal Katchi - VCK,2,THENI(33),THANGA TAMILSELVAN,571493,278825,Tamil Nadu
1562,Viduthalai Chiruthaigal Katchi - VCK,2,THOOTHUKKUDI(36),KANIMOZHI KARUNANIDHI,540729,392738,Tamil Nadu
1563,Viduthalai Chiruthaigal Katchi - VCK,2,TENKASI(37),DR RANI SRI KUMAR,425679,196199,Tamil Nadu
1564,Viduthalai Chiruthaigal Katchi - VCK,2,TIRUVALLUR(1),Sasikanth Senthil,796956,572155,Tamil Nadu
1565,Viduthalai Chiruthaigal Katchi - VCK,2,KRISHNAGIRI(9),GOPINATH K,492883,192486,Tamil Nadu
1566,Viduthalai Chiruthaigal Katchi - VCK,2,KARUR(23),JOTHIMANI. S,534906,166816,Tamil Nadu
1567,Viduthalai Chiruthaigal Katchi - VCK,2,CUDDALORE(26),M.K. VISHNUPRASAD,455053,185896,Tamil Nadu
1568,Viduthalai Chiruthaigal Katchi - VCK,2,MAYILADUTHURAI(28),SUDHA R,518459,271183,Tamil Nadu
1569,Viduthalai Chiruthaigal Katchi - VCK,2,SIVAGANGA(31),KARTI P CHIDAMBARAM,427677,205664,Tamil Nadu
1570,Viduthalai Chiruthaigal Katchi - VCK,2,VIRUDHUNAGAR(34),MANICKAM TAGORE B,385256,4379,Tamil Nadu
1571,Viduthalai Chiruthaigal Katchi - VCK,2,TIRUNELVELI(38),ROBERT BRUCE C,502296,165620,Tamil Nadu
1572,Viduthalai Chiruthaigal Katchi - VCK,2,KANNIYAKUMARI(39),VIJAYAKUMAR (Alias) VIJAY VASANTH,546248,179907,Tamil Nadu
1573,Viduthalai Chiruthaigal Katchi - VCK,2,VILUPPURAM(13),RAVIKUMAR. D,477033,70703,Tamil Nadu
1574,Viduthalai Chiruthaigal Katchi - VCK,2,CHIDAMBARAM(27),THIRUMAAVALAVAN THOL,505084,103554,Tamil Nadu
1575,Viduthalai Chiruthaigal Katchi - VCK,2,TIRUPPUR(18),"SUBBARAYAN, K.",472739,125928,Tamil Nadu
1576,Viduthalai Chiruthaigal Katchi - VCK,2,NAGAPATTINAM(29),SELVARAJ V,465044,208957,Tamil Nadu
1577,Viduthalai Chiruthaigal Katchi - VCK,2,DINDIGUL(22),SACHITHANANTHAM R,670149,443821,Tamil Nadu
1578,Viduthalai Chiruthaigal Katchi - VCK,2,MADURAI(32),VENKATESAN S,430323,209409,Tamil Nadu
1579,Viduthalai Chiruthaigal Katchi - VCK,2,TIRUCHIRAPPALLI(24),DURAI VAIKO,542213,313094,Tamil Nadu
1580,Viduthalai Chiruthaigal Katchi - VCK,2,RAMANATHAPURAM(35),NAVASKANI K,509664,166782,Tamil Nadu
1581,Communist Party of India - CPI,2,CHENNAI NORTH(2),DR.KALANIDHI VEERASWAMY,497333,339222,Tamil Nadu
1582,Communist Party of India - CPI,2,CHENNAI SOUTH(3),T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,516628,225945,Tamil Nadu
1583,Communist Party of India - CPI,2,CHENNAI CENTRAL(4),DAYANIDHI MARAN,413848,244689,Tamil Nadu
1584,Communist Party of India - CPI,2,SRIPERUMBUDUR(5),T R BAALU,758611,487029,Tamil Nadu
1585,Communist Party of India - CPI,2,KANCHEEPURAM(6),SELVAM. G,586044,221473,Tamil Nadu
1586,Communist Party of India - CPI,2,ARAKKONAM(7),S JAGATHRATCHAKAN,563216,306559,Tamil Nadu
1587,Communist Party of India - CPI,2,VELLORE(8),DM KATHIR ANAND,568692,215702,Tamil Nadu
1588,Communist Party of India - CPI,2,DHARMAPURI(10),MANI. A.,432667,21300,Tamil Nadu
1589,Communist Party of India - CPI,2,TIRUVANNAMALAI(11),"ANNADURAI, C.N.",547379,233931,Tamil Nadu
1590,Communist Party of India - CPI,2,ARANI(12),THARANIVENTHAN M S,500099,208766,Tamil Nadu
1591,Communist Party of India - CPI,2,KALLAKURICHI(14),MALAIYARASAN D,561589,53784,Tamil Nadu
1592,Communist Party of India - CPI,2,SALEM(15),SELVAGANAPATHI T M,566085,70357,Tamil Nadu
1593,Communist Party of India - CPI,2,NAMAKKAL(16),MATHESWARAN V S,462036,29112,Tamil Nadu
1594,Communist Party of India - CPI,2,ERODE(17),K E PRAKASH,562339,236566,Tamil Nadu
1595,Communist Party of India - CPI,2,NILGIRIS(19),RAJA A,473212,240585,Tamil Nadu
1596,Communist Party of India - CPI,2,COIMBATORE(20),GANAPATHY RAJKUMAR P,568200,118068,Tamil Nadu
1597,Communist Party of India - CPI,2,POLLACHI(21),ESWARASAMY K,533377,252042,Tamil Nadu
1598,Communist Party of India - CPI,2,PERAMBALUR(25),ARUN NEHRU,603209,389107,Tamil Nadu
1599,Communist Party of India - CPI,2,THANJAVUR(30),MURASOLI S,502245,319583,Tamil Nadu
1600,Communist Party of India - CPI,2,THENI(33),THANGA TAMILSELVAN,571493,278825,Tamil Nadu
1601,Communist Party of India - CPI,2,THOOTHUKKUDI(36),KANIMOZHI KARUNANIDHI,540729,392738,Tamil Nadu
1602,Communist Party of India - CPI,2,TENKASI(37),DR RANI SRI KUMAR,425679,196199,Tamil Nadu
1603,Communist Party of India - CPI,2,TIRUVALLUR(1),Sasikanth Senthil,796956,572155,Tamil Nadu
1604,Communist Party of India - CPI,2,KRISHNAGIRI(9),GOPINATH K,492883,192486,Tamil Nadu
1605,Communist Party of India - CPI,2,KARUR(23),JOTHIMANI. S,534906,166816,Tamil Nadu
1606,Communist Party of India - CPI,2,CUDDALORE(26),M.K. VISHNUPRASAD,455053,185896,Tamil Nadu
1607,Communist Party of India - CPI,2,MAYILADUTHURAI(28),SUDHA R,518459,271183,Tamil Nadu
1608,Communist Party of India - CPI,2,SIVAGANGA(31),KARTI P CHIDAMBARAM,427677,205664,Tamil Nadu
1609,Communist Party of India - CPI,2,VIRUDHUNAGAR(34),MANICKAM TAGORE B,385256,4379,Tamil Nadu
1610,Communist Party of India - CPI,2,TIRUNELVELI(38),ROBERT BRUCE C,502296,165620,Tamil Nadu
1611,Communist Party of India - CPI,2,KANNIYAKUMARI(39),VIJAYAKUMAR (Alias) VIJAY VASANTH,546248,179907,Tamil Nadu
1612,Communist Party of India - CPI,2,VILUPPURAM(13),RAVIKUMAR. D,477033,70703,Tamil Nadu
1613,Communist Party of India - CPI,2,CHIDAMBARAM(27),THIRUMAAVALAVAN THOL,505084,103554,Tamil Nadu
1614,Communist Party of India - CPI,2,TIRUPPUR(18),"SUBBARAYAN, K.",472739,125928,Tamil Nadu
1615,Communist Party of India - CPI,2,NAGAPATTINAM(29),SELVARAJ V,465044,208957,Tamil Nadu
1616,Communist Party of India - CPI,2,DINDIGUL(22),SACHITHANANTHAM R,670149,443821,Tamil Nadu
1617,Communist Party of India - CPI,2,MADURAI(32),VENKATESAN S,430323,209409,Tamil Nadu
1618,Communist Party of India - CPI,2,TIRUCHIRAPPALLI(24),DURAI VAIKO,542213,313094,Tamil Nadu
1619,Communist Party of India - CPI,2,RAMANATHAPURAM(35),NAVASKANI K,509664,166782,Tamil Nadu
1620,Communist Party of India  (Marxist) - CPI(M),2,CHENNAI NORTH(2),DR.KALANIDHI VEERASWAMY,497333,339222,Tamil Nadu
1621,Communist Party of India  (Marxist) - CPI(M),2,CHENNAI SOUTH(3),T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,516628,225945,Tamil Nadu
1622,Communist Party of India  (Marxist) - CPI(M),2,CHENNAI CENTRAL(4),DAYANIDHI MARAN,413848,244689,Tamil Nadu
1623,Communist Party of India  (Marxist) - CPI(M),2,SRIPERUMBUDUR(5),T R BAALU,758611,487029,Tamil Nadu
1624,Communist Party of India  (Marxist) - CPI(M),2,KANCHEEPURAM(6),SELVAM. G,586044,221473,Tamil Nadu
1625,Communist Party of India  (Marxist) - CPI(M),2,ARAKKONAM(7),S JAGATHRATCHAKAN,563216,306559,Tamil Nadu
1626,Communist Party of India  (Marxist) - CPI(M),2,VELLORE(8),DM KATHIR ANAND,568692,215702,Tamil Nadu
1627,Communist Party of India  (Marxist) - CPI(M),2,DHARMAPURI(10),MANI. A.,432667,21300,Tamil Nadu
1628,Communist Party of India  (Marxist) - CPI(M),2,TIRUVANNAMALAI(11),"ANNADURAI, C.N.",547379,233931,Tamil Nadu
1629,Communist Party of India  (Marxist) - CPI(M),2,ARANI(12),THARANIVENTHAN M S,500099,208766,Tamil Nadu
1630,Communist Party of India  (Marxist) - CPI(M),2,KALLAKURICHI(14),MALAIYARASAN D,561589,53784,Tamil Nadu
1631,Communist Party of India  (Marxist) - CPI(M),2,SALEM(15),SELVAGANAPATHI T M,566085,70357,Tamil Nadu
1632,Communist Party of India  (Marxist) - CPI(M),2,NAMAKKAL(16),MATHESWARAN V S,462036,29112,Tamil Nadu
1633,Communist Party of India  (Marxist) - CPI(M),2,ERODE(17),K E PRAKASH,562339,236566,Tamil Nadu
1634,Communist Party of India  (Marxist) - CPI(M),2,NILGIRIS(19),RAJA A,473212,240585,Tamil Nadu
1635,Communist Party of India  (Marxist) - CPI(M),2,COIMBATORE(20),GANAPATHY RAJKUMAR P,568200,118068,Tamil Nadu
1636,Communist Party of India  (Marxist) - CPI(M),2,POLLACHI(21),ESWARASAMY K,533377,252042,Tamil Nadu
1637,Communist Party of India  (Marxist) - CPI(M),2,PERAMBALUR(25),ARUN NEHRU,603209,389107,Tamil Nadu
1638,Communist Party of India  (Marxist) - CPI(M),2,THANJAVUR(30),MURASOLI S,502245,319583,Tamil Nadu
1639,Communist Party of India  (Marxist) - CPI(M),2,THENI(33),THANGA TAMILSELVAN,571493,278825,Tamil Nadu
1640,Communist Party of India  (Marxist) - CPI(M),2,THOOTHUKKUDI(36),KANIMOZHI KARUNANIDHI,540729,392738,Tamil Nadu
1641,Communist Party of India  (Marxist) - CPI(M),2,TENKASI(37),DR RANI SRI KUMAR,425679,196199,Tamil Nadu
1642,Communist Party of India  (Marxist) - CPI(M),2,TIRUVALLUR(1),Sasikanth Senthil,796956,572155,Tamil Nadu
1643,Communist Party of India  (Marxist) - CPI(M),2,KRISHNAGIRI(9),GOPINATH K,492883,192486,Tamil Nadu
1644,Communist Party of India  (Marxist) - CPI(M),2,KARUR(23),JOTHIMANI. S,534906,166816,Tamil Nadu
1645,Communist Party of India  (Marxist) - CPI(M),2,CUDDALORE(26),M.K. VISHNUPRASAD,455053,185896,Tamil Nadu
1646,Communist Party of India  (Marxist) - CPI(M),2,MAYILADUTHURAI(28),SUDHA R,518459,271183,Tamil Nadu
1647,Communist Party of India  (Marxist) - CPI(M),2,SIVAGANGA(31),KARTI P CHIDAMBARAM,427677,205664,Tamil Nadu
1648,Communist Party of India  (Marxist) - CPI(M),2,VIRUDHUNAGAR(34),MANICKAM TAGORE B,385256,4379,Tamil Nadu
1649,Communist Party of India  (Marxist) - CPI(M),2,TIRUNELVELI(38),ROBERT BRUCE C,502296,165620,Tamil Nadu
1650,Communist Party of India  (Marxist) - CPI(M),2,KANNIYAKUMARI(39),VIJAYAKUMAR (Alias) VIJAY VASANTH,546248,179907,Tamil Nadu
1651,Communist Party of India  (Marxist) - CPI(M),2,VILUPPURAM(13),RAVIKUMAR. D,477033,70703,Tamil Nadu
1652,Communist Party of India  (Marxist) - CPI(M),2,CHIDAMBARAM(27),THIRUMAAVALAVAN THOL,505084,103554,Tamil Nadu
1653,Communist Party of India  (Marxist) - CPI(M),2,TIRUPPUR(18),"SUBBARAYAN, K.",472739,125928,Tamil Nadu
1654,Communist Party of India  (Marxist) - CPI(M),2,NAGAPATTINAM(29),SELVARAJ V,465044,208957,Tamil Nadu
1655,Communist Party of India  (Marxist) - CPI(M),2,DINDIGUL(22),SACHITHANANTHAM R,670149,443821,Tamil Nadu
1656,Communist Party of India  (Marxist) - CPI(M),2,MADURAI(32),VENKATESAN S,430323,209409,Tamil Nadu
1657,Communist Party of India  (Marxist) - CPI(M),2,TIRUCHIRAPPALLI(24),DURAI VAIKO,542213,313094,Tamil Nadu
1658,Communist Party of India  (Marxist) - CPI(M),2,RAMANATHAPURAM(35),NAVASKANI K,509664,166782,Tamil Nadu
1659,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,CHENNAI NORTH(2),DR.KALANIDHI VEERASWAMY,497333,339222,Tamil Nadu
1660,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,CHENNAI SOUTH(3),T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,516628,225945,Tamil Nadu
1661,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,CHENNAI CENTRAL(4),DAYANIDHI MARAN,413848,244689,Tamil Nadu
1662,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,SRIPERUMBUDUR(5),T R BAALU,758611,487029,Tamil Nadu
1663,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,KANCHEEPURAM(6),SELVAM. G,586044,221473,Tamil Nadu
1664,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,ARAKKONAM(7),S JAGATHRATCHAKAN,563216,306559,Tamil Nadu
1665,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,VELLORE(8),DM KATHIR ANAND,568692,215702,Tamil Nadu
1666,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,DHARMAPURI(10),MANI. A.,432667,21300,Tamil Nadu
1667,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,TIRUVANNAMALAI(11),"ANNADURAI, C.N.",547379,233931,Tamil Nadu
1668,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,ARANI(12),THARANIVENTHAN M S,500099,208766,Tamil Nadu
1669,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,KALLAKURICHI(14),MALAIYARASAN D,561589,53784,Tamil Nadu
1670,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,SALEM(15),SELVAGANAPATHI T M,566085,70357,Tamil Nadu
1671,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,NAMAKKAL(16),MATHESWARAN V S,462036,29112,Tamil Nadu
1672,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,ERODE(17),K E PRAKASH,562339,236566,Tamil Nadu
1673,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,NILGIRIS(19),RAJA A,473212,240585,Tamil Nadu
1674,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,COIMBATORE(20),GANAPATHY RAJKUMAR P,568200,118068,Tamil Nadu
1675,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,POLLACHI(21),ESWARASAMY K,533377,252042,Tamil Nadu
1676,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,PERAMBALUR(25),ARUN NEHRU,603209,389107,Tamil Nadu
1677,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,THANJAVUR(30),MURASOLI S,502245,319583,Tamil Nadu
1678,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,THENI(33),THANGA TAMILSELVAN,571493,278825,Tamil Nadu
1679,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,THOOTHUKKUDI(36),KANIMOZHI KARUNANIDHI,540729,392738,Tamil Nadu
1680,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,TENKASI(37),DR RANI SRI KUMAR,425679,196199,Tamil Nadu
1681,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,TIRUVALLUR(1),Sasikanth Senthil,796956,572155,Tamil Nadu
1682,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,KRISHNAGIRI(9),GOPINATH K,492883,192486,Tamil Nadu
1683,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,KARUR(23),JOTHIMANI. S,534906,166816,Tamil Nadu
1684,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,CUDDALORE(26),M.K. VISHNUPRASAD,455053,185896,Tamil Nadu
1685,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,MAYILADUTHURAI(28),SUDHA R,518459,271183,Tamil Nadu
1686,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,SIVAGANGA(31),KARTI P CHIDAMBARAM,427677,205664,Tamil Nadu
1687,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,VIRUDHUNAGAR(34),MANICKAM TAGORE B,385256,4379,Tamil Nadu
1688,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,TIRUNELVELI(38),ROBERT BRUCE C,502296,165620,Tamil Nadu
1689,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,KANNIYAKUMARI(39),VIJAYAKUMAR (Alias) VIJAY VASANTH,546248,179907,Tamil Nadu
1690,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,VILUPPURAM(13),RAVIKUMAR. D,477033,70703,Tamil Nadu
1691,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,CHIDAMBARAM(27),THIRUMAAVALAVAN THOL,505084,103554,Tamil Nadu
1692,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,TIRUPPUR(18),"SUBBARAYAN, K.",472739,125928,Tamil Nadu
1693,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,NAGAPATTINAM(29),SELVARAJ V,465044,208957,Tamil Nadu
1694,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,DINDIGUL(22),SACHITHANANTHAM R,670149,443821,Tamil Nadu
1695,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,MADURAI(32),VENKATESAN S,430323,209409,Tamil Nadu
1696,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,TIRUCHIRAPPALLI(24),DURAI VAIKO,542213,313094,Tamil Nadu
1697,Marumalarchi Dravida Munnetra Kazhagam - MDMK,1,RAMANATHAPURAM(35),NAVASKANI K,509664,166782,Tamil Nadu
1698,Indian Union Muslim League - IUML,1,CHENNAI NORTH(2),DR.KALANIDHI VEERASWAMY,497333,339222,Tamil Nadu
1699,Indian Union Muslim League - IUML,1,CHENNAI SOUTH(3),T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,516628,225945,Tamil Nadu
1700,Indian Union Muslim League - IUML,1,CHENNAI CENTRAL(4),DAYANIDHI MARAN,413848,244689,Tamil Nadu
1701,Indian Union Muslim League - IUML,1,SRIPERUMBUDUR(5),T R BAALU,758611,487029,Tamil Nadu
1702,Indian Union Muslim League - IUML,1,KANCHEEPURAM(6),SELVAM. G,586044,221473,Tamil Nadu
1703,Indian Union Muslim League - IUML,1,ARAKKONAM(7),S JAGATHRATCHAKAN,563216,306559,Tamil Nadu
1704,Indian Union Muslim League - IUML,1,VELLORE(8),DM KATHIR ANAND,568692,215702,Tamil Nadu
1705,Indian Union Muslim League - IUML,1,DHARMAPURI(10),MANI. A.,432667,21300,Tamil Nadu
1706,Indian Union Muslim League - IUML,1,TIRUVANNAMALAI(11),"ANNADURAI, C.N.",547379,233931,Tamil Nadu
1707,Indian Union Muslim League - IUML,1,ARANI(12),THARANIVENTHAN M S,500099,208766,Tamil Nadu
1708,Indian Union Muslim League - IUML,1,KALLAKURICHI(14),MALAIYARASAN D,561589,53784,Tamil Nadu
1709,Indian Union Muslim League - IUML,1,SALEM(15),SELVAGANAPATHI T M,566085,70357,Tamil Nadu
1710,Indian Union Muslim League - IUML,1,NAMAKKAL(16),MATHESWARAN V S,462036,29112,Tamil Nadu
1711,Indian Union Muslim League - IUML,1,ERODE(17),K E PRAKASH,562339,236566,Tamil Nadu
1712,Indian Union Muslim League - IUML,1,NILGIRIS(19),RAJA A,473212,240585,Tamil Nadu
1713,Indian Union Muslim League - IUML,1,COIMBATORE(20),GANAPATHY RAJKUMAR P,568200,118068,Tamil Nadu
1714,Indian Union Muslim League - IUML,1,POLLACHI(21),ESWARASAMY K,533377,252042,Tamil Nadu
1715,Indian Union Muslim League - IUML,1,PERAMBALUR(25),ARUN NEHRU,603209,389107,Tamil Nadu
1716,Indian Union Muslim League - IUML,1,THANJAVUR(30),MURASOLI S,502245,319583,Tamil Nadu
1717,Indian Union Muslim League - IUML,1,THENI(33),THANGA TAMILSELVAN,571493,278825,Tamil Nadu
1718,Indian Union Muslim League - IUML,1,THOOTHUKKUDI(36),KANIMOZHI KARUNANIDHI,540729,392738,Tamil Nadu
1719,Indian Union Muslim League - IUML,1,TENKASI(37),DR RANI SRI KUMAR,425679,196199,Tamil Nadu
1720,Indian Union Muslim League - IUML,1,TIRUVALLUR(1),Sasikanth Senthil,796956,572155,Tamil Nadu
1721,Indian Union Muslim League - IUML,1,KRISHNAGIRI(9),GOPINATH K,492883,192486,Tamil Nadu
1722,Indian Union Muslim League - IUML,1,KARUR(23),JOTHIMANI. S,534906,166816,Tamil Nadu
1723,Indian Union Muslim League - IUML,1,CUDDALORE(26),M.K. VISHNUPRASAD,455053,185896,Tamil Nadu
1724,Indian Union Muslim League - IUML,1,MAYILADUTHURAI(28),SUDHA R,518459,271183,Tamil Nadu
1725,Indian Union Muslim League - IUML,1,SIVAGANGA(31),KARTI P CHIDAMBARAM,427677,205664,Tamil Nadu
1726,Indian Union Muslim League - IUML,1,VIRUDHUNAGAR(34),MANICKAM TAGORE B,385256,4379,Tamil Nadu
1727,Indian Union Muslim League - IUML,1,TIRUNELVELI(38),ROBERT BRUCE C,502296,165620,Tamil Nadu
1728,Indian Union Muslim League - IUML,1,KANNIYAKUMARI(39),VIJAYAKUMAR (Alias) VIJAY VASANTH,546248,179907,Tamil Nadu
1729,Indian Union Muslim League - IUML,1,VILUPPURAM(13),RAVIKUMAR. D,477033,70703,Tamil Nadu
1730,Indian Union Muslim League - IUML,1,CHIDAMBARAM(27),THIRUMAAVALAVAN THOL,505084,103554,Tamil Nadu
1731,Indian Union Muslim League - IUML,1,TIRUPPUR(18),"SUBBARAYAN, K.",472739,125928,Tamil Nadu
1732,Indian Union Muslim League - IUML,1,NAGAPATTINAM(29),SELVARAJ V,465044,208957,Tamil Nadu
1733,Indian Union Muslim League - IUML,1,DINDIGUL(22),SACHITHANANTHAM R,670149,443821,Tamil Nadu
1734,Indian Union Muslim League - IUML,1,MADURAI(32),VENKATESAN S,430323,209409,Tamil Nadu
1735,Indian Union Muslim League - IUML,1,TIRUCHIRAPPALLI(24),DURAI VAIKO,542213,313094,Tamil Nadu
